"V160001","V161126","V161196","V161342","V162034a","V162148"
406645,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406646,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","-9. Refused","2. Oppose"
406652,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406653,"5. Slightly conservative","2. Oppose","2. Female","3. Gary Johnson","1. Favor"
406657,"5. Slightly conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
406658,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406661,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406663,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406664,"6. Conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
406665,"3. Slightly liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406672,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406675,"2. Liberal","2. Oppose","1. Male","2. Donald Trump","1. Favor"
406681,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
406682,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","3. Gary Johnson","3. Neither favor nor oppose"
406685,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406686,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
406698,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","1. Hillary Clinton","2. Oppose"
406702,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406704,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
406705,"4. Moderate, middle of the road","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406706,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
406711,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406715,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406716,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406723,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406725,"2. Liberal","1. Favor","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406729,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
406731,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406739,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
406741,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","4. Jill Stein","1. Favor"
406743,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406746,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
406750,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406751,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406756,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406758,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406765,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
406771,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
406774,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406780,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406782,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406788,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406792,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406794,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406799,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406806,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406808,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406811,"3. Slightly liberal","2. Oppose","2. Female","2. Donald Trump","1. Favor"
406812,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406814,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406816,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
406817,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","1. Favor"
406818,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406829,"3. Slightly liberal","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406830,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406837,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406840,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406841,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406845,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
406848,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406852,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
406854,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406857,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406863,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406864,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406866,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406873,"2. Liberal","1. Favor","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406874,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406878,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406882,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406887,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406888,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406891,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406905,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406906,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406908,"3. Slightly liberal","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406909,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406914,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406926,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406929,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406936,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
406947,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406948,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406953,"3. Slightly liberal","2. Oppose","1. Male","3. Gary Johnson","2. Oppose"
406955,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
406956,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406958,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406959,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406961,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406966,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","1. Favor"
406968,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
406970,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406972,"4. Moderate, middle of the road","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
406973,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406975,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406978,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
406986,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","3. Gary Johnson","2. Oppose"
406987,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406993,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
406995,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406998,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
407000,"6. Conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
407003,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
407010,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","2. Oppose"
407011,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407012,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
407013,"4. Moderate, middle of the road","1. Favor","2. Female","3. Gary Johnson","1. Favor"
407024,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407027,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407037,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
407042,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407044,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","1. Favor"
407050,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
407055,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407065,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407071,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
407075,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
407076,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
407078,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407085,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
407100,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407101,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
407105,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
407106,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
407109,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","1. Favor"
407114,"3. Slightly liberal","2. Oppose","2. Female","2. Donald Trump","1. Favor"
407117,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407119,"6. Conservative","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407122,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
407123,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
407124,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
407130,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407136,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
407137,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407138,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","2. Oppose"
407141,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407145,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
407148,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407154,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407155,"1. Extremely liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
407157,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407163,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
407164,"1. Extremely liberal","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
407173,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
407176,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407178,"3. Slightly liberal","1. Favor","1. Male","3. Gary Johnson","2. Oppose"
407182,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407184,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","1. Favor"
407187,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
407188,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","2. Oppose"
407191,"3. Slightly liberal","2. Oppose","1. Male","2. Donald Trump","1. Favor"
407192,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
407195,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407198,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407204,"4. Moderate, middle of the road","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
407205,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
407206,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407209,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407210,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
407211,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
407213,"6. Conservative","2. Oppose","1. Male","2. Donald Trump","1. Favor"
407215,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
407216,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
407218,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
407222,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
407240,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
407243,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
407250,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","1. Hillary Clinton","2. Oppose"
407255,"2. Liberal","2. Oppose","2. Female","3. Gary Johnson","3. Neither favor nor oppose"
407262,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","2. Oppose"
407268,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
407269,"4. Moderate, middle of the road","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
407272,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","1. Favor"
